Ticker,Company Name,Sector,Date,Incorporation Region,Filing Link
K,KELLOGG CO,Consumer Staples,2022-02-22,DELAWARE,https://www.sec.gov/Archives/edgar/data/55067/000162828022003345/k-20220101.htm
GRMN,GARMIN LTD,Consumer Discretionary,2022-02-16,SWITZERLAND,https://www.sec.gov/Archives/edgar/data/1121788/000095017022001303/grmn-20211225.htm
AEE,AMEREN CORP,Utilities,2022-02-22,ILLINOIS,https://www.sec.gov/Archives/edgar/data/18654/000100291022000038/aee-20211231.htm
IR,Ingersoll Rand Inc.,Industrials,2022-02-25,DELAWARE,https://www.sec.gov/ix?doc=/Archives/edgar/data/1699150/000162828022003991/gdi-20211231.htm
RCL,ROYAL CARIBBEAN CRUISES LTD,Consumer Discretionary,2022-03-01,UNKNOWN,https://www.sec.gov/Archives/edgar/data/884887/000088488722000008/rcl-20211231.htm
PPL,PPL Corp,Utilities,2022-02-18,KENTUCKY,https://www.sec.gov/Archives/edgar/data/55387/000092222422000005/ppl-20211231.htm
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,2022-02-25,DELAWARE,https://www.sec.gov/Archives/edgar/data/1280452/000143774922004460/mpwr20211231_10k.htm
ETR,ENTERGY CORP /DE/,Utilities,2022-02-25,TEXAS,https://www.sec.gov/Archives/edgar/data/7323/000006598422000017/etr-20211231.htm
COO,"COOPER COMPANIES, INC.",Large cap,2021-12-10,DELAWARE,https://www.sec.gov/Archives/edgar/data/711404/000071140421000038/coo-20211031.htm
VTR,"Ventas, Inc.",Large cap,2022-02-18,DELAWARE,https://www.sec.gov/Archives/edgar/data/740260/000074026022000057/vtr-20211231.htm
MGM,MGM Resorts International,Consumer Discretionary,2022-02-25,DELAWARE,https://www.sec.gov/Archives/edgar/data/789570/000078957022000005/mgm-20211231.htm
ESS,"ESSEX PROPERTY TRUST, INC.",Large cap,2022-02-25,MARYLAND,https://www.sec.gov/Archives/edgar/data/920522/000092052222000019/ess-20211231.htm
CINF,CINCINNATI FINANCIAL CORP,Financials,2022-02-24,OHIO,https://www.sec.gov/Archives/edgar/data/20286/000002028622000012/cinf-20211231.htm
NTAP,"NetApp, Inc.",Information Technology,2021-06-21,CALIFORNIA,https://www.sec.gov/Archives/edgar/data/1002047/000156459021033645/ntap-10k_20210430.htm
DRE,DUKE REALTY CORP,Real Estate,2022-02-17,INDIANA,https://www.sec.gov/Archives/edgar/data/783280/000078328022000010/dre-20211231.htm
ULTA,"Ulta Beauty, Inc.",Consumer Discretionary,2022-03-25,UNKNOWN,https://www.sec.gov/Archives/edgar/data/1403568/000155837022004330/ulta-20220129x10k.htm
ENPH,"Enphase Energy, Inc.",Information Technology,2022-02-11,DELAWARE,https://www.sec.gov/Archives/edgar/data/1463101/000146310122000016/enph-20211231.htm
JBHT,HUNT J B TRANSPORT SERVICES INC,Industrials,2022-02-25,ARKANSAS,https://www.sec.gov/Archives/edgar/data/728535/000143774922004457/jbht20211231_10k.htm
PAYC,"Paycom Software, Inc.",Information Technology,2022-02-17,DELAWARE,https://www.sec.gov/Archives/edgar/data/1590955/000156459022005562/payc-10k_20211231.htm
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,2022-02-25,DELAWARE,https://www.sec.gov/Archives/edgar/data/1094285/000109428522000049/tdy-20220102.htm
WAT,WATERS CORP /DE/,Health Care,2022-02-24,DELAWARE,https://www.sec.gov/Archives/edgar/data/1000697/000119312522051509/d208871d10k.htm
PARA,ViacomCBS Inc.,Communication Services,2022-02-15,DELAWARE,https://www.sec.gov/Archives/edgar/data/813828/000081382822000005/viac-20211231.htm
FLT,FLEETCOR TECHNOLOGIES INC,Information Technology,2022-03-01,DELAWARE,https://www.sec.gov/Archives/edgar/data/1175454/000162828022004531/flt-20211231.htm
GNRC,GENERAC HOLDINGS INC.,Industrials,2022-02-22,DELAWARE,https://www.sec.gov/Archives/edgar/data/1474735/000143774922004080/gnrc20211231_10k.htm
BXP,BOSTON PROPERTIES INC,Large cap,2022-02-25,DELAWARE,https://www.sec.gov/Archives/edgar/data/1037540/000165642322000013/bxp-20211231.htm
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,2022-02-11,DELAWARE,https://www.sec.gov/Archives/edgar/data/1126328/000110465922020401/pfg-20211231x10k.htm
TER,"TERADYNE, INC",Information Technology,2022-02-23,MASSACHUSETTS,https://www.sec.gov/Archives/edgar/data/97210/000119312522049828/d213661d10k.htm
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication Services,2021-05-18,DELAWARE,https://www.sec.gov/Archives/edgar/data/946581/000162828021010627/ttwo-20210331.htm
CTRA,Coterra Energy Inc.,Energy,2022-03-01,DELAWARE,https://www.sec.gov/ix?doc=/Archives/edgar/data/858470/000085847022000009/cog-20211231.htm
BRO,"BROWN & BROWN, INC.",Financials,2022-02-22,FLORIDA,https://www.sec.gov/Archives/edgar/data/79282/000095017022001654/bro-20211231.htm
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,2021-07-23,FLORIDA,https://www.sec.gov/Archives/edgar/data/940944/000094094421000041/dri-20210530.htm
GPC,GENUINE PARTS CO,Consumer Discretionary,2022-02-17,GEORGIA,https://www.sec.gov/Archives/edgar/data/40987/000004098722000013/gpc-20211231.htm
CMS,CMS ENERGY CORP,Utilities,2022-02-10,MICHIGAN,https://www.sec.gov/Archives/edgar/data/201533/000081115622000048/cms-20211231.htm
EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,Industrials,2022-03-15,WASHINGTON,https://www.sec.gov/Archives/edgar/data/746515/000156459022010381/expd-10k_20211231.htm
OMC,OMNICOM GROUP INC.,Communication Services,2022-02-09,NEW YORK,https://www.sec.gov/Archives/edgar/data/29989/000002998922000012/omc-20211231.htm
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,Industrials,2022-02-17,DELAWARE,https://www.sec.gov/Archives/edgar/data/943452/000162828022002997/wab-20211231.htm
CLX,CLOROX CO /DE/,Consumer Staples,2021-08-10,DELAWARE,https://www.sec.gov/Archives/edgar/data/21076/000002107621000016/clx-20210630.htm
VTRS,Viatris Inc,Health Care,2022-02-28,DELAWARE,https://www.sec.gov/Archives/edgar/data/1792044/000179204422000010/vtrs-20211231.htm
POOL,POOL CORP,Consumer Discretionary,2022-02-25,DELAWARE,https://www.sec.gov/Archives/edgar/data/945841/000094584122000023/pool-20211231.htm
BIO,"BIO-RAD LABORATORIES, INC.",Health Care,2022-02-11,DELAWARE,https://www.sec.gov/Archives/edgar/data/12208/000001220822000011/bio-20211231.htm
IP,INTERNATIONAL PAPER CO /NEW/,Materials,2022-02-18,NEW YORK,https://www.sec.gov/Archives/edgar/data/51434/000005143422000016/ip-20211231.htm
AMCR,Amcor plc,Materials,2021-08-24,JERSEY,https://www.sec.gov/Archives/edgar/data/1748790/000174879021000031/amcr-20210630.htm
WDC,WESTERN DIGITAL CORP,Information Technology,2021-08-26,DELAWARE,https://www.sec.gov/Archives/edgar/data/106040/000010604021000040/wdc-20210702.htm
TYL,TYLER TECHNOLOGIES INC,Information Technology,2022-02-23,DELAWARE,https://www.sec.gov/Archives/edgar/data/860731/000086073122000011/tyl-20211231.htm
CTLT,"Catalent, Inc.",Health Care,2021-08-30,DELAWARE,https://www.sec.gov/Archives/edgar/data/1596783/000159678321000110/ctlt-20210630.htm
CZR,"Caesars Entertainment, Inc.",Consumer Discretionary,2022-02-23,DELAWARE,https://www.sec.gov/Archives/edgar/data/1590895/000159089522000061/czr-20211231.htm
HOLX,HOLOGIC INC,Health Care,2021-11-16,DELAWARE,https://www.sec.gov/Archives/edgar/data/859737/000085973721000023/holx-20210925.htm
MOS,MOSAIC CO,Materials,2022-02-23,UNKNOWN,https://www.sec.gov/Archives/edgar/data/1285785/000161803422000004/mos-20211231.htm
KMX,CARMAX INC,Consumer Discretionary,2021-04-20,VIRGINIA,https://www.sec.gov/Archives/edgar/data/1170010/000117001021000053/kmx-20210228.htm
UDR,"UDR, Inc.",Large cap,2022-02-15,MARYLAND,https://www.sec.gov/Archives/edgar/data/74208/000007420822000010/udr-20211231x10k.htm
CAG,CONAGRA BRANDS INC.,Consumer Staples,2021-07-23,DELAWARE,https://www.sec.gov/Archives/edgar/data/23217/000156459021037738/cag-10k_20210530.htm
PEAK,"HEALTHPEAK PROPERTIES, INC.",Large cap,2022-02-09,MARYLAND,https://www.sec.gov/Archives/edgar/data/765880/000162828022002117/peak-20211231.htm
TRMB,TRIMBLE INC.,Information Technology,2022-02-22,DELAWARE,https://www.sec.gov/Archives/edgar/data/864749/000086474922000044/trmb-20211231.htm
MRO,MARATHON OIL CORP,Energy,2022-02-17,DELAWARE,https://www.sec.gov/Archives/edgar/data/101778/000010177822000016/mro-20211231.htm
NVR,NVR INC,Large cap,2022-02-16,VIRGINIA,https://www.sec.gov/Archives/edgar/data/906163/000090616322000008/nvr-20211231.htm
CNP,CENTERPOINT ENERGY INC,Utilities,2022-02-22,TEXAS,https://www.sec.gov/Archives/edgar/data/48732/000113031022000023/cnp-20211231.htm
ETSY,ETSY INC,Consumer Discretionary,2022-02-24,DELAWARE,https://www.sec.gov/Archives/edgar/data/1370637/000137063722000024/etsy-20211231.htm
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,2022-02-28,DELAWARE,https://www.sec.gov/Archives/edgar/data/1086222/000108622222000058/akam-20211231.htm
BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",Information Technology,2021-08-12,UNKNOWN,https://www.sec.gov/Archives/edgar/data/1383312/000138331221000047/br-20210630.htm
CE,Celanese Corp,Materials,2022-02-10,DELAWARE,https://www.sec.gov/Archives/edgar/data/1306830/000130683022000017/ce-20211231.htm
NLOK,NortonLifeLock Inc.,Information Technology,2021-05-21,DELAWARE,https://www.sec.gov/Archives/edgar/data/849399/000084939921000010/nlok-20210402.htm
EMN,EASTMAN CHEMICAL CO,Materials,2022-02-24,DELAWARE,https://www.sec.gov/Archives/edgar/data/915389/000091538922000010/emn-20211231.htm
CF,"CF Industries Holdings, Inc.",Materials,2022-02-24,DELAWARE,https://www.sec.gov/Archives/edgar/data/1324404/000132440422000008/cf-20211231.htm
XYL,Xylem Inc.,Industrials,2022-02-25,INDIANA,https://www.sec.gov/Archives/edgar/data/1524472/000152447222000009/xyl-20211231.htm
WRB,BERKLEY W R CORP,Financials,2022-02-24,DELAWARE,https://www.sec.gov/Archives/edgar/data/11544/000001154422000007/wrb-20211231.htm
DGX,QUEST DIAGNOSTICS INC,Health Care,2022-02-28,DELAWARE,https://www.sec.gov/Archives/edgar/data/1022079/000102207922000027/dgx-20211231.htm
DISH,DISH Network CORP,Communication Services,2022-02-24,NEVADA,https://www.sec.gov/Archives/edgar/data/1001082/000155837022001816/dish-20211231x10k.htm
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,2022-03-01,DELAWARE,https://www.sec.gov/Archives/edgar/data/1286681/000095017022002426/dpz-20220102.htm
UAL,"United Airlines Holdings, Inc.",Industrials,2022-02-18,DELAWARE,https://www.sec.gov/Archives/edgar/data/100517/000010051722000009/ual-20211231.htm
TECH,BIO-TECHNE Corp,Health Care,2021-08-25,MINNESOTA,https://www.sec.gov/Archives/edgar/data/842023/000143774921020980/tech20200630b_10k.htm
J,JACOBS ENGINEERING GROUP INC /DE/,Industrials,2021-11-23,DELAWARE,https://www.sec.gov/Archives/edgar/data/52988/000005298821000065/jec-20211001.htm
TXT,TEXTRON INC,Industrials,2022-02-17,DELAWARE,https://www.sec.gov/Archives/edgar/data/217346/000021734622000005/txt-20220101.htm
ROL,ROLLINS INC,Industrials,2022-02-25,DELAWARE,https://www.sec.gov/Archives/edgar/data/84839/000008483922000011/rol-20211231x10k.htm
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,2021-10-22,DELAWARE,https://www.sec.gov/Archives/edgar/data/1013237/000101323721000142/fds-20210831.htm
L,LOEWS CORP,Financials,2022-02-08,DELAWARE,https://www.sec.gov/Archives/edgar/data/60086/000006008622000007/l-20211231.htm
AVY,Avery Dennison Corp,Materials,2022-02-23,DELAWARE,https://www.sec.gov/Archives/edgar/data/8818/000119312522049910/d179463d10k.htm
BEN,FRANKLIN RESOURCES INC,Financials,2021-11-19,DELAWARE,https://www.sec.gov/Archives/edgar/data/38777/000003877721000205/ben-20210930.htm
CAH,CARDINAL HEALTH INC,Health Care,2021-08-16,OHIO,https://www.sec.gov/Archives/edgar/data/721371/000072137121000080/cah-20210630.htm
DISCA,"Discovery, Inc.",Communication Services,2022-02-24,DELAWARE,https://www.sec.gov/Archives/edgar/data/1437107/000143710722000031/disca-20211231.htm
INCY,INCYTE CORP,Health Care,2022-02-08,DELAWARE,https://www.sec.gov/Archives/edgar/data/879169/000155837022000902/incy-20211231x10k.htm
SJM,J M SMUCKER Co,Consumer Staples,2021-06-17,OHIO,https://www.sec.gov/Archives/edgar/data/91419/000009141921000048/sjm-20210430.htm
FMC,FMC CORP,Materials,2022-02-25,DELAWARE,https://www.sec.gov/Archives/edgar/data/37785/000003778522000025/fmc-20211231.htm
HWM,Howmet Aerospace Inc.,Industrials,2022-02-14,DELAWARE,https://www.sec.gov/Archives/edgar/data/4281/000000428122000004/hwm-20211231.htm
TFX,TELEFLEX INC,Health Care,2022-03-01,DELAWARE,https://www.sec.gov/Archives/edgar/data/96943/000009694322000016/tfx-20211231.htm
CEG,Constellation Energy Corp,Utilities,2022-02-25,UNKNOWN,https://www.sec.gov/Archives/edgar/data/1168165/000186827522000020/ceg-20211231.htm
CRL,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",Health Care,2022-02-16,UNKNOWN,https://www.sec.gov/Archives/edgar/data/1100682/000110068222000007/crl-20211225.htm
KIM,KIMCO REALTY CORP,Real Estate,2022-02-28,MARYLAND,https://www.sec.gov/Archives/edgar/data/879101/000143774922004700/kim20211231_10k.htm
PWR,"QUANTA SERVICES, INC.",Industrials,2022-02-25,DELAWARE,https://www.sec.gov/Archives/edgar/data/1050915/000105091522000008/pwr-20211231.htm
ATO,ATMOS ENERGY CORP,Utilities,2021-11-12,TEXAS,https://www.sec.gov/Archives/edgar/data/731802/000073180221000040/ato-20210930.htm
QRVO,"Qorvo, Inc.",Large cap,2021-05-24,DELAWARE,https://www.sec.gov/Archives/edgar/data/1604778/000160477821000032/rfmd-20210403.htm
IEX,IDEX CORP /DE/,Industrials,2022-02-24,DELAWARE,https://www.sec.gov/Archives/edgar/data/832101/000083210122000008/iex-20211231.htm
AES,AES CORP,Utilities,2022-02-28,DELAWARE,https://www.sec.gov/Archives/edgar/data/874761/000087476122000022/aes-20211231.htm
MKTX,MARKETAXESS HOLDINGS INC,Financials,2022-02-23,UNKNOWN,https://www.sec.gov/Archives/edgar/data/1278021/000095017022001811/mktx-20211231.htm
IPG,"INTERPUBLIC GROUP OF COMPANIES, INC.",Communication Services,2022-02-22,DELAWARE,https://www.sec.gov/Archives/edgar/data/51644/000005164422000010/ipg-20211231.htm
LNT,ALLIANT ENERGY CORP,Utilities,2022-02-18,IOWA,https://www.sec.gov/Archives/edgar/data/52485/000035254122000020/lnt-20211231.htm
PKG,PACKAGING CORP OF AMERICA,Materials,2022-02-24,UNKNOWN,https://www.sec.gov/Archives/edgar/data/75677/000095017022001913/pkg-20211231.htm
EVRG,"Evergy, Inc.",Utilities,2022-02-24,MISSOURI,https://www.sec.gov/Archives/edgar/data/54476/000171126922000008/evrg-20211231.htm
ABMD,ABIOMED INC,Health Care,2021-05-21,DELAWARE,https://www.sec.gov/Archives/edgar/data/815094/000156459021029314/abmd-10k_20210331.htm
LKQ,LKQ CORP,Consumer Discretionary,2022-02-25,DELAWARE,https://www.sec.gov/ix?doc=/Archives/edgar/data/1065696/000106569622000006/lkq-20211231.htm
MAS,MASCO CORP /DE/,Industrials,2022-02-08,DELAWARE,https://www.sec.gov/Archives/edgar/data/62996/000006299622000011/mas-20211231.htm
SEDG,"SOLAREDGE TECHNOLOGIES, INC.",Information Technology,2022-02-22,UNKNOWN,https://www.sec.gov/Archives/edgar/data/1419612/000117891322000760/zk2227328.htm
HST,"HOST HOTELS & RESORTS, INC.",Large cap,2022-02-24,DELAWARE,https://www.sec.gov/ix?doc=/Archives/edgar/data/1061937/000095017022001965/hst-20211231.htm
HAS,"HASBRO, INC.",Consumer Discretionary,2022-02-23,RHODE ISLAND,https://www.sec.gov/Archives/edgar/data/46080/000004608022000023/has-20211226.htm
NWS,NEWS CORP,Communication Services,2021-08-10,DELAWARE,https://www.sec.gov/Archives/edgar/data/1564708/000156470821000029/nws-20210630.htm
AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,2022-02-15,DELAWARE,https://www.sec.gov/Archives/edgar/data/1158449/000115844922000037/aap-20220101.htm
BBWI,"Bath & Body Works, Inc.",Large cap,2022-03-18,DELAWARE,https://www.sec.gov/Archives/edgar/data/701985/000070198522000009/bbwi-20220129.htm
RHI,ROBERT HALF INTERNATIONAL INC.,Industrials,2022-02-14,DELAWARE,https://www.sec.gov/Archives/edgar/data/315213/000031521322000018/rhi-20211231.htm
CPB,CAMPBELL SOUP CO,Consumer Staples,2021-09-23,NEW JERSEY,https://www.sec.gov/Archives/edgar/data/16732/000001673221000103/cpb-20210801.htm
NDSN,NORDSON CORP,Industrials,2021-12-17,OHIO,https://www.sec.gov/Archives/edgar/data/72331/000007233121000079/ndsn-20211031.htm
PTC,PTC INC.,Information Technology,2021-11-19,MASSACHUSETTS,https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/ptc-10k_20210930.htm
LDOS,"Leidos Holdings, Inc.",Industrials,2022-02-15,UNKNOWN,https://www.sec.gov/Archives/edgar/data/1336920/000133692022000007/ldos-20211231.htm
CTXS,CITRIX SYSTEMS INC,Information Technology,2022-02-16,DELAWARE,https://www.sec.gov/Archives/edgar/data/877890/000087789022000019/ctxs-20211231.htm
LNC,LINCOLN NATIONAL CORP,Financials,2022-02-17,INDIANA,https://www.sec.gov/Archives/edgar/data/59558/000005955822000008/lnc-20211231x10k.htm
CMA,COMERICA INC /NEW/,Financials,2022-02-16,DELAWARE,https://www.sec.gov/Archives/edgar/data/28412/000002841222000067/cma-20211231.htm
CBOE,"Cboe Global Markets, Inc.",Large cap,2022-02-18,DELAWARE,https://www.sec.gov/Archives/edgar/data/1374310/000155837022001386/cboe-20211231x10k.htm
IRM,IRON MOUNTAIN INC,Real Estate,2022-02-24,DELAWARE,https://www.sec.gov/Archives/edgar/data/1020569/000102056922000035/irm-20211231.htm
JKHY,HENRY JACK & ASSOCIATES INC,Large cap,2021-08-25,DELAWARE,https://www.sec.gov/Archives/edgar/data/779152/000077915221000073/jkhy-20210630.htm
WRK,WestRock Co,Materials,2021-11-19,DELAWARE,https://www.sec.gov/Archives/edgar/data/1732845/000156459021057778/wrk-10k_20210930.htm
FFIV,"F5, INC.",Information Technology,2021-11-16,WASHINGTON,https://www.sec.gov/Archives/edgar/data/1048695/000104869521000044/ffiv-20210930.htm
XRAY,DENTSPLY SIRONA Inc.,Health Care,2022-03-01,DELAWARE,https://www.sec.gov/Archives/edgar/data/818479/000081847922000015/xray-20211231.htm
FBHS,"Fortune Brands Home & Security, Inc.",Industrials,2022-02-28,DELAWARE,https://www.sec.gov/ix?doc=/Archives/edgar/data/1519751/000095017022002294/fbhs-20211231.htm
RE,EVEREST RE GROUP LTD,Financials,2022-02-28,BERMUDA,https://www.sec.gov/Archives/edgar/data/1095073/000109507322000005/re-20211231.htm
WHR,WHIRLPOOL CORP /DE/,Consumer Discretionary,2022-02-10,DELAWARE,https://www.sec.gov/Archives/edgar/data/106640/000010664022000015/whr-20211231.htm
PHM,PULTEGROUP INC/MI/,Consumer Discretionary,2022-02-07,MICHIGAN,https://www.sec.gov/Archives/edgar/data/822416/000082241622000007/phm-20211231.htm
CHRW,"C. H. ROBINSON WORLDWIDE, INC.",Large cap,2022-02-23,DELAWARE,https://www.sec.gov/Archives/edgar/data/1043277/000104327722000006/chrw-20211231.htm
AAL,American Airlines Group Inc.,Industrials,2022-02-22,DELAWARE,https://www.sec.gov/Archives/edgar/data/4515/000000620122000026/aal-20211231.htm
APA,APA Corp,Energy,2022-02-22,DELAWARE,https://www.sec.gov/Archives/edgar/data/1841666/000178403122000009/apa-20211231.htm
UHS,UNIVERSAL HEALTH SERVICES INC,Health Care,2021-02-25,DELAWARE,https://www.sec.gov/Archives/edgar/data/352915/000156459021008851/uhs-10k_20201231.htm
SNA,Snap-on Inc,Industrials,2022-02-10,DELAWARE,https://www.sec.gov/Archives/edgar/data/91440/000009144022000005/sna-20220101.htm
HSIC,HENRY SCHEIN INC,Health Care,2022-02-15,DELAWARE,https://www.sec.gov/Archives/edgar/data/1000228/000100022822000016/hsicform10k20211225.htm
AOS,SMITH A O CORP,Industrials,2022-02-11,DELAWARE,https://www.sec.gov/Archives/edgar/data/91142/000009114222000028/aos-20211231.htm
REG,REGENCY CENTERS CORP,Real Estate,2022-02-17,FLORIDA,https://www.sec.gov/Archives/edgar/data/910606/000095017022001418/reg-20211231.htm
DVA,DAVITA INC.,Health Care,2022-02-11,DELAWARE,https://www.sec.gov/Archives/edgar/data/927066/000092706622000012/dva-20211231.htm
NI,NISOURCE INC.,Utilities,2022-02-23,DELAWARE,https://www.sec.gov/Archives/edgar/data/1111711/000111171122000007/nix-20211231.htm
ZION,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",Financials,2022-02-24,UTAH,https://www.sec.gov/Archives/edgar/data/109380/000010938022000072/zions-20211231.htm
JNPR,JUNIPER NETWORKS INC,Information Technology,2022-02-11,DELAWARE,https://www.sec.gov/Archives/edgar/data/1043604/000104360422000017/jnpr-20211231.htm
NWL,NEWELL BRANDS INC.,Consumer Discretionary,2022-02-14,DELAWARE,https://www.sec.gov/Archives/edgar/data/814453/000081445322000017/nwl-20211231.htm
WYNN,WYNN RESORTS LTD,Consumer Discretionary,2022-02-28,UNKNOWN,https://www.sec.gov/Archives/edgar/data/1174922/000117492222000031/wynn-20211231.htm
BWA,BORGWARNER INC,Consumer Discretionary,2022-02-15,DELAWARE,https://www.sec.gov/Archives/edgar/data/908255/000090825522000009/bwa-20211231.htm
TAP,MOLSON COORS BEVERAGE CO,Consumer Staples,2022-02-23,DELAWARE,https://www.sec.gov/Archives/edgar/data/24545/000002454522000005/tap-20211231.htm
GL,GLOBE LIFE INC.,Financials,2022-02-24,DELAWARE,https://www.sec.gov/Archives/edgar/data/320335/000032033522000006/gl-20211231.htm
TPR,"TAPESTRY, INC.",Consumer Discretionary,2021-08-19,MARYLAND,https://www.sec.gov/Archives/edgar/data/1116132/000111613221000020/tpr-20210703.htm
CDAY,Ceridian HCM Holding Inc.,Information Technology,2022-02-25,DELAWARE,https://www.sec.gov/Archives/edgar/data/1725057/000095017022002143/cday-20211231.htm
IVZ,Invesco Ltd.,Financials,2022-02-18,BERMUDA,https://www.sec.gov/Archives/edgar/data/914208/000091420822000319/ivz-20211231.htm
ALLE,Allegion plc,Industrials,2022-02-15,IRELAND,https://www.sec.gov/Archives/edgar/data/1579241/000157924122000019/alle-20211231.htm
LUMN,"Lumen Technologies, Inc.",Large cap,2022-02-24,LOUISIANA,https://www.sec.gov/Archives/edgar/data/18926/000001892622000007/lumn-20211231.htm
SEE,SEALED AIR CORP/DE,Materials,2022-02-22,DELAWARE,https://www.sec.gov/Archives/edgar/data/1012100/000162828022003294/see-20211231.htm
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,2022-02-23,DELAWARE,https://www.sec.gov/Archives/edgar/data/851968/000085196822000026/mhk-20211231.htm
LW,"Lamb Weston Holdings, Inc.",Consumer Staples,2021-07-27,UNKNOWN,https://www.sec.gov/Archives/edgar/data/1679273/000155837021009330/lw-20210530x10k.htm
PNR,PENTAIR plc,Industrials,2022-02-22,IRELAND,https://www.sec.gov/Archives/edgar/data/77360/000007736022000006/pnr-20211231.htm
AIZ,"ASSURANT, INC.",Financials,2022-02-22,DELAWARE,https://www.sec.gov/Archives/edgar/data/1267238/000126723822000006/aiz-20211231.htm
NRG,"NRG ENERGY, INC.",Utilities,2022-02-24,DELAWARE,https://www.sec.gov/Archives/edgar/data/1013871/000101387122000010/nrg-20211231.htm
FRT,FEDERAL REALTY INVESTMENT TRUST,Real Estate,2022-02-10,MARYLAND,https://www.sec.gov/Archives/edgar/data/34903/000003490322000023/frt-20211231.htm
RL,RALPH LAUREN CORP,Consumer Discretionary,2021-05-20,DELAWARE,https://www.sec.gov/Archives/edgar/data/1037038/000103703821000022/rl-20210327.htm
PBCT,"People's United Financial, Inc.",Financials,2022-03-01,DELAWARE,https://www.sec.gov/Archives/edgar/data/1378946/000162828022004389/pbct-20211231.htm
DXC,DXC Technology Co,Information Technology,2021-05-27,NEVADA,https://www.sec.gov/Archives/edgar/data/1688568/000168856821000029/dxc-20210331.htm
VNO,VORNADO REALTY TRUST,Real Estate,2022-02-14,MARYLAND,https://www.sec.gov/Archives/edgar/data/899689/000089968922000006/vno-20211231.htm
PENN,PENN NATIONAL GAMING INC,Consumer Discretionary,2022-02-28,PENNSYLVANIA,https://www.sec.gov/Archives/edgar/data/921738/000092173822000011/penn-20211231.htm
PNW,PINNACLE WEST CAPITAL CORP,Utilities,2022-02-25,ARIZONA,https://www.sec.gov/Archives/edgar/data/7286/000076462222000014/pnw-20211231.htm
ALK,"ALASKA AIR GROUP, INC.",Industrials,2022-02-11,DELAWARE,https://www.sec.gov/Archives/edgar/data/766421/000076642122000009/alk-20211231.htm
HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Industrials,2022-02-10,DELAWARE,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm
IPGP,IPG PHOTONICS CORP,Information Technology,2022-02-22,DELAWARE,https://www.sec.gov/Archives/edgar/data/1111928/000111192822000025/ipgp-20211231.htm
UA,"Under Armour, Inc.",Consumer Discretionary,2022-02-23,MARYLAND,https://www.sec.gov/Archives/edgar/data/1336917/000133691722000010/ua-20211231.htm
PVH,PVH CORP. /DE/,Consumer Discretionary,2021-03-31,DELAWARE,https://www.sec.gov/Archives/edgar/data/78239/000007823921000017/pvh-20210131.htm
NLSN,Nielsen Holdings plc,Industrials,2022-02-28,UNITED KINGDOM,https://www.sec.gov/ix?doc=/Archives/edgar/data/1492633/000156459022007612/nlsnnv-10k_20211231.htm
NCLH,Norwegian Cruise Line Holdings Ltd.,Consumer Discretionary,2022-03-01,BERMUDA,https://www.sec.gov/Archives/edgar/data/1513761/000155837022002516/nclh-20211231x10k.htm
